"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","139","Получение данных юзера","API tests","Thu Sep 11 08:17:52 GMT 2025","passed","Thu Sep 11 08:17:52 GMT 2025","TestUsers","test_users","",""
"","934","Создания юзера","API tests","Thu Sep 11 08:17:18 GMT 2025","passed","Thu Sep 11 08:17:19 GMT 2025","TestBase","test_base","",""
