"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 11 07:37:11 GMT 2025","Thu Sep 11 07:37:12 GMT 2025","711","API test case","test_base","TestBase","","","Создания юзера",""
